Name,Location,Year,Car_Age,Price
Mahindra XUV500 W8 2WD,Jaipur,2014,11,9.0
Maruti Alto K10 2010-2014 VXI,Pune,2012,13,2.1
Chevrolet Beat LT,Pune,2011,14,2.5
Audi A6 2.7 TDI,Mumbai,2009,16,8.95
Mini Cooper 5 DOOR D,Hyderabad,2017,8,34.0
Maruti Swift 1.3 LXI,Pune,2011,14,3.15
Tata Zest Revotron 1.2T XMS,Chennai,2015,10,4.0
Honda City i DTEC SV,Kolkata,2014,11,4.45
Chevrolet Beat LT,Jaipur,2010,15,1.5
Audi A4 2.0 TDI Multitronic,Jaipur,2011,14,14.5
Ford Aspire Titanium Plus Diesel,Kolkata,2015,10,8.41
Hyundai Verna SX CRDi AT,Mumbai,2014,11,5.45
Honda City i VTEC CVT VX,Mumbai,2015,10,8.9
Hyundai i10 Sportz 1.2,Hyderabad,2012,13,3.65
BMW X3 xDrive20d Expedition,Bangalore,2015,10,29.0
Audi A4 2.0 TDI,Mumbai,2013,12,13.5
Honda CR-V 2.4 AT,Hyderabad,2008,17,5.4
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,9,5.89
Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,9,8.45
Honda City i-VTEC V,Delhi,2011,14,4.0
BMW 6 Series 640d Coupe,Mumbai,2013,12,45.0
Maruti Celerio VXI AMT,Mumbai,2016,9,3.94
Renault Koleos 2.0 Diesel,Jaipur,2011,14,8.0
Ford Figo Diesel ZXI,Hyderabad,2013,12,4.1
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,19,6.25
Maruti Dzire VDI,Kolkata,2015,10,5.25
Mercedes-Benz SLC 43 AMG,Coimbatore,2019,6,83.96
Hyundai Santro LP zipPlus,Coimbatore,2004,21,1.93
Mercedes-Benz E-Class E 220 d,Hyderabad,2013,12,21.0
Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,10,4.3
Honda Mobilio S i VTEC,Mumbai,2014,11,5.25
Porsche Cayenne Turbo S,Mumbai,2010,15,32.0
Mahindra Quanto C8,Kolkata,2013,12,3.9
Toyota Corolla H5,Mumbai,2007,18,2.2
Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,9,3.7
BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,15,11.27
Maruti Alto 800 LXI,Jaipur,2013,12,2.41
Audi Q3 35 TDI Quattro Premium,Pune,2015,10,19.0
Toyota Etios GD,Hyderabad,2015,10,5.8
Mahindra XUV500 W8 2WD,Coimbatore,2016,9,13.52
Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,10,24.5
Mercedes-Benz GLE 250d,Kochi,2017,8,56.73
Hyundai Creta 1.6 CRDi SX,Jaipur,2015,10,9.95
Honda City 1.5 V AT,Pune,2012,13,5.5
Audi A4 35 TDI Premium,Hyderabad,2015,10,25.0
Maruti Zen VXI,Kolkata,2009,16,1.0
Maruti Alto LXi,Hyderabad,2011,14,2.15
Maruti Baleno Delta Automatic,Kochi,2018,7,7.89
Mahindra XUV500 W10 2WD,Delhi,2015,10,10.25
Ford Freestyle Titanium Petrol,Mumbai,2007,18,6.0
Hyundai Elite i20 Asta Option,Coimbatore,2017,8,7.53
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,7,39.45
Honda City i VTEC SV,Delhi,2014,11,5.84
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,8,8.65
Maruti Baleno Alpha 1.2,Kochi,2017,8,7.74
Hyundai i10 Sportz,Bangalore,2008,17,2.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,18,5.7
Maruti Baleno Delta,Mumbai,2016,9,5.8
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,13,36.5
Hyundai Santa Fe 2WD AT,Delhi,2012,13,9.5
Honda City 1.5 V MT Exclusive,Mumbai,2013,12,4.55
Hyundai i20 1.4 CRDi Magna,Jaipur,2012,13,3.9
Mahindra Bolero SLE BSIII,Pune,2007,18,2.7
Toyota Fortuner 2.8 2WD AT,Pune,2017,8,31.0
BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,16,10.3
BMW 3 Series 320d Sedan,Kolkata,2010,15,7.75
Maruti Wagon R LXI,Hyderabad,2012,13,3.2
Maruti Ertiga ZDI,Delhi,2013,12,4.85
Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,9,34.08
Maruti Ertiga SHVS VDI,Chennai,2017,8,8.1
Tata Indigo CS eVX,Chennai,2016,9,2.35
Maruti Alto K10 LXI,Pune,2012,13,1.8
Hyundai EON D Lite Plus,Coimbatore,2015,10,3.42
Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,15,5.34
Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,7,31.99
Volkswagen Vento Diesel Highline,Bangalore,2011,14,4.75
Maruti Ciaz AT ZXi,Mumbai,2014,11,6.1
Hyundai EON D Lite Plus,Coimbatore,2013,12,3.69
Audi Q5 2.0 TDI Premium Plus,Delhi,2012,13,15.0
Mahindra XUV500 W10 AWD,Coimbatore,2016,9,14.5
Maruti Swift VDI,Hyderabad,2013,12,5.65
Maruti Ritz VDi,Kolkata,2011,14,2.5
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,8,38.5
Renault Duster 110PS Diesel RxZ,Kolkata,2014,11,5.49
Maruti Swift Dzire VXI,Kolkata,2013,12,3.55
Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,11,10.75
Hyundai Creta 1.6 SX Option,Delhi,2016,9,11.0
Maruti SX4 ZDI,Ahmedabad,2014,11,4.5
Mahindra XUV500 W8 2WD,Kochi,2014,11,8.42
Honda City i-VTEC CVT VX,Mumbai,2017,8,11.6
Jaguar XF 2.2 Litre Luxury,Kochi,2016,9,33.63
Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,17,2.25
BMW 5 Series 523i Sedan,Mumbai,2010,15,12.95
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,11,25.02
Honda Brio 1.2 VX MT,Kochi,2014,11,3.95
Honda City 1.5 V AT,Mumbai,2011,14,4.4
Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,10,4.95
Mahindra Scorpio SLE BSIII,Pune,2010,15,5.5
Honda City V MT,Mumbai,2011,14,3.25
Skoda Rapid 1.6 MPI Elegance,Kochi,2013,12,4.02
Mahindra XUV500 W6 2WD,Coimbatore,2016,9,11.73
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,13,9.5
Maruti Baleno Alpha Automatic,Hyderabad,2017,8,8.6
Honda Amaze EX i-Dtech,Jaipur,2013,12,4.0
Volkswagen Vento 1.6 Highline,Mumbai,2015,10,5.55
Maruti Alto 800 LXI,Hyderabad,2015,10,2.5
Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,8,41.6
Honda City i VTEC CVT VX,Delhi,2015,10,7.41
Nissan Terrano XL 110 PS,Mumbai,2014,11,6.5
Maruti Alto LXi,Mumbai,2008,17,1.2
Toyota Fortuner 2.8 4WD MT,Bangalore,2015,10,23.0
Hyundai i20 1.4 CRDi Magna,Kolkata,2012,13,2.74
Ford Figo Diesel Titanium,Hyderabad,2013,12,3.9
Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,8,8.0
Hyundai Verna 1.6 SX,Chennai,2012,13,4.0
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,9,17.75
Maruti Ritz VDi,Coimbatore,2013,12,5.05
Audi A4 2.0 TFSI,Mumbai,2011,14,12.0
Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,9,29.6
Renault Duster 85PS Diesel RxE,Jaipur,2015,10,6.5
Honda Amaze S AT i-Vtech,Mumbai,2014,11,4.75
Volvo S60 D4 SUMMUM,Coimbatore,2016,9,24.36
Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14,3.2
Maruti Wagon R VXI,Kolkata,2016,9,3.6
Maruti Omni MPI STD BSIV,Coimbatore,2017,8,3.58
Maruti SX4 VDI,Delhi,2011,14,2.5
Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,12,3.5
Toyota Camry Hybrid,Delhi,2015,10,25.0
Maruti Wagon R VXI,Mumbai,2010,15,1.75
Mercedes-Benz E-Class E270 CDI,Bangalore,2005,20,10.0
Maruti Baleno Zeta Automatic,Jaipur,2018,7,7.75
Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,9,6.45
Mahindra Scorpio S10 AT 4WD,Pune,2017,8,10.0
Volkswagen Polo 1.2 MPI Trendline,Mumbai,2014,11,4.5
Hyundai i20 1.2 Era,Kolkata,2015,10,3.4
Toyota Camry W4 (AT),Mumbai,2010,15,4.5
Maruti Wagon R VXI,Hyderabad,2015,10,4.3
BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7,46.0
Maruti Alto K10 VXI AGS,Chennai,2016,9,3.4
Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,12,14.5
Maruti Alto 800 2016-2019 LXI,Delhi,2013,12,2.1
Maruti Swift VXI,Mumbai,2012,13,3.65
Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,11,3.0
Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,16,3.95
Skoda Superb 2.5 TDi AT,Delhi,2012,13,6.75
Toyota Corolla Altis D-4D G,Kochi,2013,12,6.53
Toyota Fortuner 4x2 Manual,Hyderabad,2015,10,22.0
Skoda Rapid 1.6 MPI AT Elegance,Pune,2013,12,4.75
Honda Brio 1.2 VX AT,Mumbai,2017,8,5.99
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,14,3.05
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2010,15,2.4
Maruti Zen Estilo LXI BSIII,Pune,2007,18,1.3
Toyota Etios Cross 1.4L GD,Kochi,2016,9,6.71
Mahindra XUV500 W8 2WD,Ahmedabad,2014,11,7.2
Hyundai Grand i10 AT Asta,Chennai,2016,9,5.4
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,10,6.63
Honda City i-VTEC CVT ZX,Coimbatore,2018,7,14.21
Honda City 1.5 V MT,Kolkata,2010,15,3.0
Maruti Celerio ZXI MT,Kochi,2017,8,5.11
Volkswagen Vento Petrol Highline,Pune,2011,14,3.39
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,8,22.99
Hyundai i20 Magna,Delhi,2009,16,2.35
Maruti Ritz VDi,Kolkata,2012,13,2.85
Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2014,11,18.5
Renault Duster Petrol RxL,Bangalore,2014,11,5.99
Honda Civic 2006-2010 1.8 V MT,Hyderabad,2008,17,3.0
Tata Tiago 1.2 Revotron XT,Jaipur,2016,9,3.6
Audi A4 2.0 TDI,Hyderabad,2014,11,24.0
Maruti Swift Dzire VXI,Coimbatore,2015,10,6.26
Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,15,13.7
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2016,9,35.0
Hyundai i20 Magna 1.4 CRDi,Kochi,2015,10,5.02
Maruti Wagon R VXI 1.2,Mumbai,2015,10,3.1
Volkswagen Vento Diesel Highline,Bangalore,2012,13,5.5
Maruti Swift Dzire VXI,Kolkata,2014,11,3.59
Fiat Linea Emotion (Diesel),Kolkata,2015,10,4.65
Honda City 1.5 V MT,Bangalore,2009,16,3.8
Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,9,12.5
Honda City i-DTEC ZX,Hyderabad,2017,8,12.9
Maruti Omni 8 Seater BSIV,Hyderabad,2015,10,2.35
Maruti Swift LXI Option,Chennai,2015,10,4.15
Mercedes-Benz M-Class ML 350 CDI Corporate,Coimbatore,2012,13,22.58
Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,9,2.65
Ford Figo Petrol Titanium,Delhi,2010,15,2.25
Toyota Innova Crysta 2.4 G MT,Hyderabad,2016,9,16.0
BMW 5 Series 2003-2012 520d,Mumbai,2013,12,19.5
Hyundai Santa Fe 4WD AT,Bangalore,2015,10,21.0
BMW 5 Series 520d Luxury Line,Ahmedabad,2012,13,17.5
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2010,15,2.41
Land Rover Range Rover 2.2L Prestige,Coimbatore,2014,11,29.93
Toyota Etios Liva V,Pune,2012,13,2.95
Maruti Alto LX,Kolkata,2009,16,1.02
Toyota Fortuner 3.0 Diesel,Jaipur,2009,16,11.0
Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2013,12,5.35
Maruti Baleno Sigma 1.2,Mumbai,2017,8,5.65
Mini Cooper Countryman D High,Mumbai,2015,10,22.0
Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,12,5.95
Ford Figo Diesel Titanium,Pune,2011,14,2.35
Honda Amaze S i-Dtech,Pune,2014,11,4.1
Renault Duster 110PS Diesel RxZ,Pune,2012,13,5.4
Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,8,8.45
BMW X6 xDrive30d,Jaipur,2013,12,42.5
Toyota Fortuner 2.8 4WD MT,Mumbai,2010,15,10.75
Mahindra Ssangyong Rexton RX7,Kochi,2015,10,11.03
Maruti Celerio VXI,Kolkata,2016,9,3.5
Hyundai i20 Sportz 1.2,Jaipur,2016,9,6.3
Ford EcoSport 1.0 Ecoboost Titanium Plus,Bangalore,2014,11,6.75
Maruti Ciaz VDi,Jaipur,2017,8,7.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,Pune,2013,12,15.5
Honda Amaze S i-Vtech,Delhi,2015,10,4.65
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2016,9,7.58
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,12,2.2
Audi A6 3.0 TDI quattro,Bangalore,2011,14,21.0
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,14,5.25
Maruti Swift VDI,Kochi,2016,9,5.22
Mahindra Logan Diesel 1.5 DLS,Chennai,2011,14,2.0
Maruti Ciaz Alpha,Kochi,2018,7,9.18
Tata Nano Lx,Coimbatore,2013,12,1.74
Honda City 1.5 V AT,Delhi,2011,14,4.45
Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,8,4.95
Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,11,5.64
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,9,6.9
Audi A4 2.0 TDI,Hyderabad,2011,14,13.95
BMW 1 Series 118d Sport Line,Hyderabad,2013,12,17.0
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2012,13,4.6
Mahindra Scorpio VLX 4WD AIRBAG BSIV,Jaipur,2010,15,5.21
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,8,12.34
Honda City ZX VTEC,Chennai,2006,19,1.5
BMW X1 sDrive 20d Sportline,Delhi,2015,10,22.99
Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,15,40.0
Maruti Alto LXi BSIII,Chennai,2008,17,1.2
Hyundai i10 Asta Sunroof AT,Mumbai,2011,14,2.9
Hyundai Elantra 2.0 SX Option AT,Delhi,2016,9,13.9
Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,9,7.85
BMW X5 xDrive 30d,Coimbatore,2016,9,54.45
Chevrolet Tavera LT 9 Str BS IV,Kolkata,2012,13,4.75
Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,14,3.25
Honda City i VTEC V,Mumbai,2015,10,7.1
Maruti Swift VXI BSIV,Kolkata,2017,8,4.65
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Kolkata,2012,13,5.0
Hyundai i20 Sportz 1.2,Delhi,2015,10,4.95
Mahindra XUV500 W8 2WD,Bangalore,2014,11,9.8
Mercedes-Benz E-Class E 350 d,Coimbatore,2019,6,78.8
Maruti Celerio LXI,Kolkata,2015,10,2.99
Volkswagen Vento 1.6 Highline,Mumbai,2014,11,4.45
Tata Nano XT,Pune,2011,14,0.75
Ford EcoSport 1.5 TDCi Titanium,Chennai,2014,11,5.0
Maruti Swift 1.3 VXI ABS,Pune,2015,10,4.7
Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,10,9.69
Chevrolet Enjoy 1.3 TCDi LTZ 8,Coimbatore,2015,10,5.5
BMW X5 xDrive 30d M Sport,Chennai,2017,8,65.0
Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,10,5.11
Skoda Fabia 1.2 MPI Ambition Plus,Mumbai,2012,13,2.19
Volkswagen Vento Diesel Comfortline,Chennai,2012,13,4.25
Mahindra Ssangyong Rexton RX7,Hyderabad,2013,12,14.5
Nissan Terrano XL D Option,Mumbai,2014,11,5.65
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,9,22.5
Maruti Swift 1.3 VXi,Mumbai,2007,18,1.75
Toyota Corolla H4,Jaipur,2004,21,1.5
Hyundai i10 Sportz,Kochi,2012,13,3.2
Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,13,4.5
Honda Amaze S i-Dtech,Pune,2014,11,4.5
Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,11,8.0
Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,7,28.9
Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,10,4.1
Maruti Baleno Zeta Automatic,Kochi,2017,8,7.22
Maruti Swift VDI,Hyderabad,2014,11,5.8
Mahindra Xylo D2 BSIV,Chennai,2013,12,3.5
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,12,6.35
Mahindra XUV500 W8 2WD,Delhi,2015,10,8.85
Chevrolet Beat LS,Hyderabad,2010,15,2.0
Hyundai Verna 1.6 VTVT,Bangalore,2012,13,5.5
Hyundai Grand i10 Asta,Kolkata,2014,11,2.3
Renault Duster 110PS Diesel RxZ,Bangalore,2014,11,7.95
Hyundai Xcent 1.2 Kappa S Option,Coimbatore,2016,9,6.16
Hyundai i10 Sportz,Delhi,2012,13,2.85
Mercedes-Benz GLA Class 200 Sport Edition,Delhi,2016,9,25.0
Mercedes-Benz New C-Class 220 CDI MT,Coimbatore,2008,17,10.36
Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,9,26.0
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,12,4.35
Mahindra Xylo D2 Maxx,Chennai,2016,9,4.5
Maruti Swift Dzire LDI,Delhi,2015,10,5.0
Hyundai i10 Sportz,Ahmedabad,2014,11,3.67
Tata Safari Storme Explorer Edition,Delhi,2014,11,6.0
Hyundai Grand i10 Asta,Coimbatore,2018,7,6.34
Mini Cooper Convertible S,Chennai,2012,13,22.0
Toyota Corolla H5,Delhi,2006,19,1.67
Toyota Corolla Altis G MT,Kolkata,2014,11,7.95
Maruti Grand Vitara 2.4 MT,Kochi,2018,7,9.74
Mahindra XUV500 W8 1.99 mHawk,Chennai,2011,14,6.0
Mini Cooper 3 DOOR S,Mumbai,2013,12,21.5
Maruti Ritz VDi,Jaipur,2009,16,2.35
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,13,2.65
Hyundai i10 Magna,Kochi,2011,14,3.16
Maruti A-Star Vxi,Jaipur,2009,16,2.05
Maruti Wagon R Stingray LXI,Hyderabad,2014,11,3.9
Honda Mobilio S i DTEC,Coimbatore,2017,8,6.68
Hyundai EON Era Plus,Jaipur,2017,8,3.5
Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,8,8.11
Maruti Ciaz VDi Plus SHVS,Delhi,2017,8,8.3
Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,9,45.61
Skoda Laura Elegance 2.0 TDI CR AT,Pune,2010,15,4.45
Maruti Vitara Brezza VDi Option,Delhi,2017,8,7.85
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,11,3.75
Maruti Ertiga VDI,Delhi,2017,8,7.65
Hyundai i20 1.2 Sportz,Ahmedabad,2013,12,4.9
Mahindra XUV500 AT W10 FWD,Coimbatore,2018,7,16.52
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,9,14.05
Maruti Ciaz VXi Plus,Kochi,2016,9,6.75
Hyundai Creta 1.6 CRDi SX,Kolkata,2016,9,9.2
Honda City 1.5 S MT,Chennai,2008,17,2.75
Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,9,20.5
Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,13,4.25
Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,9,6.0
Hyundai i20 1.2 Sportz,Coimbatore,2015,10,6.0
Maruti Swift VXI BSIII,Ahmedabad,2008,17,2.41
Honda Jazz V CVT,Hyderabad,2015,10,7.25
Volvo XC90 2007-2015 D5 AWD,Kochi,2014,11,23.65
Maruti Baleno Alpha 1.2,Delhi,2016,9,6.5
Mercedes-Benz GLA Class 200 CDI SPORT,Kochi,2017,8,18.06
Renault KWID RXT,Hyderabad,2016,9,3.2
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,8,6.42
Toyota Fortuner 4x2 Manual,Jaipur,2015,10,23.0
Honda City 1.5 S MT,Chennai,2013,12,5.9
Mahindra Scorpio S2 7 Seater,Pune,2014,11,7.75
BMW 3 Series 320d,Hyderabad,2012,13,15.0
Maruti Vitara Brezza ZDi Plus,Jaipur,2017,8,9.0
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,14,11.5
Hyundai Verna 1.6 VTVT,Kolkata,2012,13,6.2
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,8,5.92
Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,9,6.29
Honda Amaze S i-Vtech,Kochi,2014,11,4.12
Honda CR-V 2.4 AT,Pune,2007,18,3.8
Hyundai Santro Xing GL Plus,Ahmedabad,2014,11,2.7
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,8,20.28
Honda Amaze S i-Vtech,Delhi,2014,11,3.9
Toyota Fortuner 4x2 AT,Pune,2014,11,16.5
Hyundai Verna 1.6 VTVT,Pune,2011,14,3.7
Jaguar XJ 3.0L Portfolio,Delhi,2016,9,79.0
BMW 3 Series 320d,Mumbai,2013,12,17.99
Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,12,3.9
Ford Figo Diesel EXI Option,Chennai,2012,13,3.12
Maruti Wagon R LXI BSIII,Pune,2007,18,1.65
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,10,3.5
Mahindra Xylo H4,Chennai,2015,10,4.85
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,7,39.22
Hyundai i10 Magna,Kolkata,2007,18,2.0
Toyota Fortuner 3.0 Diesel,Mumbai,2010,15,10.45
Toyota Camry Hybrid,Chennai,2016,9,27.0
Ford Figo Diesel ZXI,Kolkata,2011,14,2.25
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2014,11,3.45
Hyundai i20 Sportz 1.2,Kochi,2016,9,6.14
Maruti Dzire VDI,Hyderabad,2011,14,4.0
Honda City 1.5 S MT,Kolkata,2010,15,2.59
Maruti Baleno Delta 1.3,Delhi,2017,8,6.96
Hyundai EON Era Plus,Jaipur,2016,9,3.0
Volkswagen Polo 1.5 TDI Highline,Delhi,2012,13,3.6
Chevrolet Beat Diesel LS,Coimbatore,2014,11,3.7
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,12,21.75
Mercedes-Benz GLC 220d 4MATIC Sport,Mumbai,2017,8,45.0
Maruti Alto K10 VXI,Coimbatore,2011,14,3.19
Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,10,6.2
Hyundai i10 Magna 1.1,Coimbatore,2013,12,3.96
Maruti Swift Dzire Tour LDI,Jaipur,2016,9,4.5
Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,8,3.55
Nissan Sunny Diesel XV,Chennai,2014,11,5.5
Hyundai Creta 1.6 SX Option,Mumbai,2016,9,10.25
Toyota Fortuner 2.8 2WD AT,Delhi,2017,8,30.0
Maruti Ritz VXi,Pune,2014,11,3.5
Renault Pulse RxL,Delhi,2014,11,3.1
Skoda Fabia 1.2 MPI Ambiente Petrol,Hyderabad,2010,15,3.25
Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,8,8.99
Volkswagen Vento Petrol Comfortline,Kolkata,2015,10,3.99
Nissan Terrano XV 110 PS,Mumbai,2015,10,6.0
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,10,18.25
Toyota Innova 2.5 GX (Diesel) 7 Seater,Delhi,2012,13,7.75
Tata Zest Revotron 1.2T XE,Delhi,2017,8,4.5
Toyota Fortuner 3.0 Diesel,Bangalore,2014,11,16.75
BMW X3 xDrive20d,Pune,2012,13,17.5
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2016,9,7.7
Honda City 1.5 S MT,Pune,2012,13,4.45
Maruti Swift Dzire LDI,Jaipur,2015,10,5.25
BMW 3 Series 320d M Sport,Kochi,2017,8,33.66
Nissan Micra XV CVT,Chennai,2013,12,2.8
Maruti Baleno Zeta Automatic,Coimbatore,2018,7,8.47
Maruti Ciaz ZDi Plus,Coimbatore,2018,7,9.32
Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,8,27.43
Honda Mobilio RS i DTEC,Delhi,2015,10,6.5
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2014,11,9.5
Jaguar XF 3.0 Litre S Premium Luxury,Kochi,2015,10,31.8
Toyota Etios Petrol TRD Sportivo,Chennai,2013,12,4.2
Chevrolet Beat Diesel LS,Kochi,2013,12,3.85
Honda Accord 2.4 M/T,Delhi,2012,13,6.0
Maruti Alto LXi,Hyderabad,2007,18,1.65
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,12,14.5
Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,14,7.1
Audi A4 35 TDI Premium Sport,Chennai,2016,9,28.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,8,9.38
Hyundai Grand i10 Sportz,Kochi,2016,9,4.78
Toyota Corolla DX,Chennai,2003,22,1.7
Tata Hexa XTA,Coimbatore,2019,6,17.85
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,15,2.75
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11,5.95
Maruti Omni 8 Seater BSIV,Mumbai,2011,14,1.5
Maruti Alto 800 2016-2019 VXI,Kochi,2019,6,3.8
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,8,38.5
Hyundai i10 Era 1.1,Jaipur,2011,14,2.15
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,15,3.75
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,9,8.95
Honda Civic 2010-2013 1.8 V MT,Pune,2010,15,2.95
BMW 3 Series 320i Sedan,Coimbatore,2010,15,10.49
Hyundai Santro Xing GLS,Hyderabad,2007,18,1.85
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,16,5.25
Maruti Ertiga VDI,Kolkata,2014,11,5.99
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,10,3.82
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,13,39.0
Audi A4 35 TDI Premium,Coimbatore,2016,9,25.75
Tata Indica Vista Quadrajet VX,Hyderabad,2012,13,2.2
Hyundai Verna CRDi ABS,Chennai,2008,17,2.0
Mercedes-Benz E-Class E 220 d,Mumbai,2018,7,56.5
BMW 3 Series 320d Luxury Line,Mumbai,2014,11,21.0
Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,11,4.0
Hyundai i10 Sportz AT,Coimbatore,2011,14,3.83
Maruti Swift VXi BSIV,Kochi,2016,9,5.89
